Name,CMP,ATH%,PE,EPS,PB,MCap,ROCE%,ROE%,Sales_Grwth%,Profit_Grwth%,MedPE,ROCE_5Yr%,ROE_5Yr%,Debt2EqR,PAT_12M,CFO_2_EBITDA%,CapType,Symbol,Latest
https://www.screener.in/company/INDHOTEL/consolidated/,715.95,24.99,52.46,15.08,7.8,101910.64,17.06,14.24,13.17,13.24,63.82,0.27,11.68,0.22,2308.74,71.78,MC,INDHOTEL,1
https://www.screener.in/company/JSWENERGY/consolidated/,554.95,45.05,50.71,11.12,3.14,101749.12,8.16,7.51,35.37,-7.65,45.05,0.15,8.07,2.5,2459.25,90.59,MC,JSWENERGY,1
https://www.screener.in/company/INDUSTOWER/consolidated/,383.4,31.72,14.12,27.12,2.54,101147.16,19.48,18.61,6.72,-26.57,12.68,1.32,23.29,0.53,7153.9,85.76,MC,INDUSTOWER,1
https://www.screener.in/company/OFSS/consolidated/,11506.9,14.89,29.36,392.15,12.8,100196.91,45.28,32.61,28.57,41.92,23.9,1.11,28.68,0,3412.9,70.39,MC,OFSS,1
https://www.screener.in/company/MANKIND/consolidated/,2418.4,26.31,46.82,49.48,6.12,99878.93,13.53,13.14,14.16,12.65,50.25,0.28,17.24,0.39,2067.57,78.13,MC,MANKIND,1
https://www.screener.in/company/DRREDDY/consolidated/,1196,18.85,30.96,38.61,2.65,99827.2,13.04,11.22,-0.87,-43.28,19.96,0.36,16.49,0.2,3183.3,74.94,MC,DRREDDY,1
https://www.screener.in/company/BHARATFORG/consolidated/,2082.75,10.19,98.6,14.77,10.39,99573.88,12.61,11.99,17.54,-1.52,61.24,0.12,11.85,0.76,715.64,48.94,MC,BHARATFORG,1
https://www.screener.in/company/LAURUSLABS/consolidated/,1834,2.01,90.65,20.25,18.65,99093.24,17.76,18.3,22.62,114.88,63.35,0.2,14.85,0.48,1090.53,88.23,MC,LAURUSLABS,1
https://www.screener.in/company/MAXHEALTH/consolidated/,1014.45,29.56,66.56,14.82,9.2,98730.73,14.71,14.74,19.14,31.09,71.79,0.22,13.58,0.32,1442.41,67.92,MC,MAXHEALTH,1
https://www.screener.in/company/AUROPHARMA/consolidated/,1672,0.55,25.71,63.92,2.57,97110.03,12.86,10.1,9.09,11.49,19.37,0.39,10.41,0.21,3710.8,75.06,MC,AUROPHARMA,1
https://www.screener.in/company/GODREJCP/consolidated/,916.6,68.21,45.18,18.7,7.43,93796.15,18.75,16.08,9.16,9.45,59.92,0.36,14.34,0.35,1913.54,73.86,MC,GODREJCP,1
https://www.screener.in/company/NYKAA/consolidated/,327.25,31.09,352.09,0.89,65.16,93728.16,17.23,15.29,27.41,233.75,1096.31,0.04,5.89,0.86,259.23,81.98,MC,NYKAA,1
